names	scores	logfoldchanges	pvals	pvals_adj
CUL3	2.7431037	0.30789325	0.0060861448913142055	0.020604366886594637
DCTN6	2.741397	0.63731617	0.006117857595407655	0.02065539590688858
SNRNP40	2.7379827	0.45883906	0.006181729848756094	0.020814432148976214
HNRNPL	2.724327	0.16782585	0.006443266094560339	0.021500647792242564
DNAJC3	2.7209132	0.48844352	0.006510186574539404	0.021704507433826986
CNOT2	2.7166457	0.3089484	0.006594715998898507	0.021947026255494224
GLO1	2.7106714	0.10444746	0.006714715318192225	0.022306511904502984
NKG7	2.7004294	0.18807772	0.006925001740347338	0.02284207837117227
KCTD12	2.699576	0.27185187	0.006942789854978695	0.02288048621233687
AP3S1	2.6987226	0.28707498	0.006960619001566856	0.02291896123946505
PHACTR2	2.6936016	0.41327962	0.0070684601325262855	0.023232961635946944
SFT2D2	2.6867738	0.362892	0.007214581356753593	0.023650617053301393
VOPP1	2.6705575	0.1316872	0.0075725407976878	0.024650473715550146
TMEM33	2.669704	0.5067682	0.0075918144470578435	0.024670084642969815
CYTH1	2.664583	0.22864828	0.007708382653359275	0.024983478678076536
S100A12	2.6569016	0.45788145	0.007886243631154057	0.025493377849320927
RPL27A	2.6560483	0.05401291	0.007906231155716772	0.025513695687945634
BRD9	2.6560483	0.30388674	0.007906231155716772	0.025513695687945634
KLHDC2	2.6509273	0.3171211	0.00802711198223414	0.025792031942916252
NDUFA13	2.6458063	0.25574213	0.008149644972326363	0.026118139308901354
ETS2	2.6423924	0.537503	0.008232261036619186	0.026337577405816024
SLC9A3R1	2.6389785	0.3242764	0.008315625749663044	0.026490496400124186
KDM7A	2.6270297	0.34036064	0.008613381959652177	0.027275709538898563
RPL13	2.6184947	0.09239247	0.008831863103799796	0.02784916020199021
CD14	2.6159344	0.33688858	0.008898365997803349	0.028011424324446046
PPIP5K2	2.613374	0.44418907	0.008965315822346349	0.028150789310638958
PABPC1	2.613374	0.08674495	0.008965315822346349	0.028150789310638958
AAK1	2.60996	0.46288013	0.009055281909634134	0.028361538966759896
ITGAL	2.6091065	0.2419076	0.00907789900507972	0.0284084839453083
RNF130	2.606546	0.34755075	0.009146053198997056	0.028549792215477817
PCBP1	2.6014252	0.18257987	0.009283733326254632	0.02895529556697843
TNFRSF1A	2.599718	0.67681026	0.009330035976652943	0.029051048475798962
PRDX2	2.5954506	0.15181467	0.009446695258410171	0.02931624428526623
SPN	2.594597	0.56376195	0.00947018263692452	0.029364662897507842
CD302	2.5928903	0.6117187	0.009517313700117179	0.029486253094206633
RPL10	2.5775275	0.086158626	0.009950996280558141	0.030575503423101086
USP14	2.576674	0.28273788	0.009975597935482774	0.030625825813468965
GZMK	2.568139	0.41394022	0.010224610168326256	0.03131286864049916
EMILIN2	2.5664322	0.6315463	0.010275071518760311	0.03144154998838406
WDR13	2.5587509	0.32239145	0.010504901166778375	0.0320132994640611
BROX	2.5587509	0.4248617	0.010504901166778375	0.0320132994640611
FAM103A1	2.5570438	0.4285378	0.010556591262604536	0.03211825642315302
CST3	2.5536299	0.22300822	0.010660650621633726	0.03235555249793317
HADHA	2.546802	0.10540655	0.010871509531152627	0.03291504186505072
IKZF1	2.5399742	0.15259655	0.011086067176336513	0.033455846162623315
TBXAS1	2.53656	0.4524601	0.011194750095836543	0.03364749746319232
HBP1	2.53656	0.40937647	0.011194750095836543	0.03364749746319232
SP3	2.5348532	0.2730535	0.011249445589914572	0.03378462530390473
TGIF1	2.5314393	0.39445326	0.011359548973448078	0.034032952837587
MGEA5	2.5288787	0.16713396	0.01144275327949834	0.03422715920710989
C19orf60	2.5280254	0.030864505	0.011470608014076957	0.03425544847187056
MANBA	2.4998603	0.2458286	0.012424229557743353	0.036837444962608476
SFXN1	2.4827905	0.21224955	0.013035770560617386	0.0383756597373432
ITGB1	2.4648674	0.28893802	0.013706398034597864	0.04015942272292875
ZNF770	2.4648674	0.32389343	0.013706398034597864	0.04015942272292875
C18orf32	2.4597464	0.48817396	0.013903520476034721	0.04057735913225181
PRPF6	2.458893	0.14566337	0.01393661643406592	0.04064209835588213
UBA2	2.4580395	0.2619518	0.013969781921213472	0.040706938869013276
TM2D1	2.4512117	0.29008338	0.014237623522134785	0.0414549726320797
IRAK4	2.4503582	0.191439	0.014271420273534443	0.04148850046732417
RPF1	2.4503582	0.17197973	0.014271420273534443	0.04148850046732417
STRAP	2.4477975	0.18816885	0.014373235549482869	0.04165441960021339
RPS15A	2.4477975	0.07929939	0.014373235549482869	0.04165441960021339
FPR1	2.4375558	0.59785384	0.014786931493101806	0.042654169543230924
S100A8	2.4341419	0.2132813	0.014927143369272238	0.043025295593784686
DNM1L	2.4230466	0.29843333	0.0153909544299471	0.044259393279631666
ITGAM	2.420486	0.33895704	0.015499772267215649	0.04450358667934547
SYTL3	2.4187791	0.45210898	0.015572693109542252	0.04464411789063537
CDC42EP3	2.4017093	0.3177437	0.016318666303441927	0.04653193975039643
DUSP22	2.3897605	0.22001229	0.01685935848387327	0.04785384984294516
AIF1	2.3897605	0.2180621	0.01685935848387327	0.04785384984294516
HNRNPA1L2	2.3880537	0.22929244	0.01693787012126341	0.04800352232236297
SLC25A6	2.3863466	0.0854073	0.017016702451912624	0.04819026610716548
NINJ1	2.3854933	0.44808942	0.017056239214387845	0.04826552798965071
ARL6IP4	2.3846397	0.07103924	0.017095856555107713	0.04826760410251791
RPLP2	2.3812258	0.08781653	0.017255134408915577	0.04864354317850235
MEF2C	2.365863	0.22896081	0.01798809988482632	0.05029105403235227
HNRNPM	2.365863	0.14585534	0.01798809988482632	0.05029105403235227
RP11-660L16.2	2.362449	0.31068477	0.018154636875297236	0.05056684197726769
YWHAE	2.360742	0.18574162	0.01823841053543621	0.05068644838355555
TRABD2A	2.3581817	0.44256857	0.018364705623171638	0.05099937639126859
TCERG1	2.3573282	0.36246845	0.018406973771813016	0.051078666412989325
FCGRT	2.3547676	0.08181797	0.01853428954111482	0.05135542727017231
MAT2B	2.3539143	0.3872942	0.018576899040967203	0.051435220839079455
CHURC1	2.3419654	0.16206756	0.019182493926299882	0.05299377402191451
SLC3A2	2.329163	0.21939372	0.019850427123163452	0.05451547979842234
SPON2	2.3283095	0.42581367	0.019895669370884918	0.054599464065715135
NAIP	2.3274562	0.33976564	0.019941001612454882	0.054683571432092765
CHMP3	2.3266027	0.064748935	0.01998642399379769	0.05472753158301662
NDUFA3	2.3231888	0.21625508	0.020169017840938074	0.055146418825002486
AZIN1	2.3163607	0.32765368	0.020538576805262512	0.05603345056615208
SORL1	2.3163607	0.16504534	0.020538576805262512	0.05603345056615208
LRRC58	2.3138003	0.28650135	0.020678676200812037	0.056333131069366514
CD47	2.31124	0.18726107	0.020819608062591918	0.05655158309634741
AHR	2.31124	0.49709183	0.020819608062591918	0.05655158309634741
RP11-349A22.5	2.304412	0.14721774	0.021199526785764786	0.05749966332861476
C14orf2	2.300998	0.18139835	0.021391740705839244	0.0579366126462148
STAG1	2.2967305	0.3790047	0.02163414094119392	0.05842316233865567
CORO7	2.2958772	0.321511	0.02168290687826422	0.05847005446390729
TPP2	2.2924633	0.33160385	0.02187892865155865	0.05887075888613035
MEAF6	2.2805145	0.07583748	0.02257719782742558	0.0602705983579447
NDUFA7-1	2.2779539	0.38872403	0.022729321973287836	0.06063323426112027
RPS19	2.2753935	0.07807566	0.022882335991315405	0.06091052125207903
PIM2	2.2736864	0.23504937	0.022984841781873242	0.061096039111845794
C16orf54	2.271126	0.3987711	0.023139348251857487	0.061331624832681335
TNRC6A	2.2694192	0.3281209	0.023242852910402716	0.06156215095187747
FAM45A	2.2651517	0.27404693	0.023503374904872885	0.06207558024521037
WASH4P	2.2574704	0.12895952	0.02397870464443955	0.06306263848580006
GNS	2.2549098	0.4950974	0.024138989781870065	0.06334996331760685
ANKRD36	2.253203	0.30799186	0.024246361884667986	0.06354218976671609
DLG1	2.2506423	0.34942472	0.02440819624736016	0.0639213240683328
FBXL5	2.249789	0.31192806	0.024462348663610477	0.06401812116885834
DPYD	2.244668	0.36558875	0.02478945449085061	0.0646017694359186
USP3	2.241254	0.12453791	0.02500962382635931	0.06494828391168904
SMU1	2.2386935	0.18882243	0.02517586003786187	0.06533442702508545
NAMPT	2.236133	0.29848373	0.02534305186438991	0.06563110232474828
MPPE1	2.2344263	0.28071496	0.0254550461471842	0.06578389441506868
KANSL1-AS1	2.2156494	0.43700594	0.026715518176468722	0.06870758956434359
SUPT5H	2.2002866	0.16954947	0.027786558813889615	0.07092333449138104
DRAM2	2.1985798	0.11968427	0.027907818215994827	0.07118405139477037
ST13	2.1968727	0.14976372	0.028029533549066836	0.0713967051550786
PIK3IP1	2.1951659	0.3019663	0.02815170617140836	0.07160994110814531
ARAP2	2.184924	0.25439405	0.02889442135131396	0.07300055977767515
WDR82	2.18151	0.25865757	0.029145713361863685	0.0735855163115799
PTPRA	2.1763892	0.30164838	0.029526177013610592	0.07439477888950329
NMT2	2.1704147	0.42375374	0.029975443151897582	0.07542469614707202
IRAK3	2.151638	0.52605635	0.031425874951746466	0.07849091771985503
LONP2	2.146517	0.13021486	0.031831745366575535	0.07929191956195805
CFP	2.1456637	0.3371101	0.03189982552996205	0.07935534420412738
LILRA2	2.1388357	0.4671018	0.032448974291894	0.08061372932822765
SMIM19	2.1354218	0.16394702	0.03272657231890583	0.08119504018361445
EIF3D	2.133715	0.0567765	0.03286613228733886	0.08137864138168212
UQCRB	2.1320078	0.0984893	0.033006201486524	0.08167115902711986
KLF13	2.1311543	0.20360354	0.03307642750020916	0.08179058168046409
ZFAND1	2.123473	0.19736266	0.03371423672097862	0.08320199970107646
NLRC5	2.1183522	0.27722862	0.034145261686680126	0.08404293094593311
CAB39	2.1174986	0.25157997	0.034217555167559754	0.0841652413764812
NCOA7	2.114938	0.23969515	0.03443522097051493	0.08447744591185613
ACTR2	2.111524	0.12784126	0.03472728141580431	0.08502590137571023
FAM26F	2.1098173	0.35848323	0.034874103259229836	0.08527325051698746
CHP1	2.1046963	0.3604495	0.03531775301566035	0.08618827800151975
CWC15	2.1046963	0.2490749	0.03531775301566035	0.08618827800151975
PDS5B	2.1004288	0.3318255	0.03569113183402209	0.08687174833326683
FOSL2	2.1004288	0.38326162	0.03569113183402209	0.08687174833326683
TOR1AIP2	2.0978684	0.4661752	0.03591677129432096	0.08719299628425765
IREB2	2.0961614	0.27566445	0.036067872447182556	0.08750277328554257
ELK4	2.093601	0.31409574	0.03629554018498822	0.08794052807345228
PUS7L	2.090187	0.22814798	0.03660100158825644	0.08840633370926812
SULT1A1	2.0893335	0.331608	0.03667770826552611	0.08840633370926812
YPEL2	2.0893335	0.16341846	0.03667770826552611	0.08840633370926812
TES	2.0773847	0.2765361	0.03776606279712202	0.09067750990102023
PHC3	2.0756779	0.21307512	0.0379237627576873	0.09099748228713113
EIF4EBP2	2.0714104	0.16680555	0.03832046486175132	0.0917719685820977
LRRK2	2.067143	0.21908122	0.03872068919215418	0.0926113336875929
DOCK11	2.063729	0.16002157	0.03904342073086767	0.09308431421366914
RPS10	2.062022	0.16192287	0.03920564141246333	0.09323231712644536
CAPZA1	2.062022	0.34244993	0.03920564141246333	0.09323231712644536
FLNA	2.058608	0.2295203	0.039531800293915856	0.09370873602453383
STARD7	2.056901	0.1872123	0.03969574157754191	0.09403749467860437
LSM7	2.0551941	0.11717124	0.03986025948240838	0.09430724670424956
URI1	2.0543406	0.24904011	0.0399427351511846	0.09444237822413426
ETS1	2.0312965	0.2572103	0.0422249254625681	0.09895885615015959
PLXDC2	2.0312965	0.51826376	0.0422249254625681	0.09895885615015959
TMEM30A	2.0278826	0.1829191	0.042572235109347704	0.09945985166073454
FLT3LG	2.0278826	0.3940054	0.042572235109347704	0.09945985166073454
SMCO4	2.0261755	0.46410578	0.042746793939141256	0.09968006301149783
MICU2	2.0261755	0.29588228	0.042746793939141256	0.09968006301149783
ANXA1	2.0236151	0.24465227	0.043009766638340434	0.1001678367487053
ARL14EP	2.021908	0.16624238	0.04318584038364649	0.10045226082991851
HADHB	2.021908	0.048063993	0.04318584038364649	0.10045226082991851
RB1	2.0176408	0.18304625	0.04362869145936798	0.10129254800167478
SENP7	2.0159338	0.2211773	0.0438069027469502	0.1015796424842108
TMEM154	2.0159338	0.029049743	0.0438069027469502	0.1015796424842108
RNF216	2.0082524	0.24598281	0.04461647862573907	0.10326399403496105
SEC62	2.0073988	0.10642921	0.044707205706189974	0.10340971058996985
CYP20A1	2.003985	0.25132293	0.045071671780402306	0.10412339063909318
FAR1	2.0031314	0.3876746	0.04516317874021327	0.10427010392346821
CD93	2.000571	0.38451433	0.04543863989293603	0.10471132113941446
FYTTD1	1.998864	0.19366485	0.045623066234296954	0.10500636505347458
P2RY8	1.9937432	0.22928995	0.04618013374233374	0.1061572950965746
NFE2L2	1.9937432	0.27423954	0.04618013374233374	0.1061572950965746
PILRA	1.9920361	0.55376756	0.04636709112351731	0.1062591060578329
INPP5D	1.9920361	0.24628846	0.04636709112351731	0.1062591060578329
UBE2B	1.9920361	0.24822585	0.04636709112351731	0.1062591060578329
SEMA4D	1.9886222	0.28673515	0.046742917913575086	0.10685735193993469
FAM195A	1.9877688	0.17356838	0.04683727413234796	0.1070073674042109
EIF4B	1.9852083	0.15303345	0.047121304886633415	0.10752435012121497
RGS10	1.9817944	0.20768091	0.04750226504288904	0.10819476147995033
VDAC3	1.9817944	0.3156129	0.04750226504288904	0.10819476147995033
HECA	1.9800874	0.26690644	0.04769371413500153	0.10856442019483233
MRPL33	1.9775269	0.081498474	0.04798210362772733	0.10902096028655067
HEBP2	1.9647247	0.17058131	0.04944612053961213	0.11186959470808966
IGFBP7	1.9647247	0.42885634	0.04944612053961213	0.11186959470808966
HM13	1.9638711	0.31031373	0.04954503987684709	0.11202533606641078
MAP3K1	1.9621642	0.16788013	0.04974337658135025	0.11233737682774309
VPS26A	1.9621642	0.17242965	0.04974337658135025	0.11233737682774309
ERBB2IP	1.9561898	0.1147603	0.05044280602194925	0.11350393330860363
ARRDC2	1.9510689	0.095592655	0.051048858482436274	0.11472899757911448
DKC1	1.9442409	0.28534234	0.05186640261873662	0.11607601162991296
GNAI3	1.9382665	0.16622366	0.052590712216531214	0.11699391415433827
SERINC1	1.9331456	0.29505262	0.05321826083722903	0.11810774931933309
FGL2	1.9322921	0.26189372	0.053323458033073756	0.11827073121808616
SMS	1.9305851	0.22656256	0.05353437353249127	0.11866786133035566
CSNK2A1	1.9254643	0.32541627	0.0541713040029956	0.11986567801970031
ATP5A1	1.9237573	-0.024648886	0.05438501442042195	0.12012443280050494
YIPF4	1.9203433	0.2764408	0.054814545747115535	0.12085812218014105
CKLF	1.9152224	0.36123538	0.05546414426745122	0.12192944111687623
HNRNPA1	1.9032736	0.071931094	0.057004851399294745	0.12458102500643992
LILRA5	1.8964458	0.31244633	0.057901129657153244	0.12609579347557817
ESYT1	1.8964458	0.35619634	0.057901129657153244	0.12609579347557817
PDCD5	1.8955922	0.07963315	0.058013983525226166	0.1262677233477161
NENF	1.8938853	0.05434531	0.05824023966378208	0.12653830368023597
MED30	1.8938853	0.17487256	0.05824023966378208	0.12653830368023597
SMAD2	1.8896178	0.2664706	0.058809088988244634	0.12747674469861642
CRYZL1	1.8879108	0.3660517	0.059037916797150314	0.12767549486212995
RNF126	1.8844969	0.22602937	0.059497789964788314	0.12852074816059844
EPB41	1.879376	0.22990452	0.060193169304406234	0.1297218532925977
MGST1	1.8785225	0.46507156	0.060309718399319236	0.12989785501391835
COPB1	1.8776691	0.22607358	0.06042645450639293	0.1299989119478956
LYZ	1.8742551	0.14653926	0.060895273355452396	0.13078085235046408
SMARCE1	1.8708411	0.25722617	0.06136710160423932	0.13164233086070692
SELT	1.8691342	0.17816786	0.061604148560101116	0.13207475488648046
DMXL2	1.8623062	0.28316754	0.06255992884580605	0.13366217729304747
PPA2	1.8605993	0.1566319	0.06280078066910538	0.13402298407550053
UBE2E3	1.8546249	0.19414857	0.0636498069142768	0.13567938234045038
TMEM176B	1.8537714	0.30805063	0.06377186686638517	0.1357841236194502
PSMD12	1.8469435	0.17190029	0.06475532250333715	0.13725032498715284
FKBP5	1.8469435	0.22016732	0.06475532250333715	0.13725032498715284
ABLIM1	1.8435296	0.20968562	0.06525172357943711	0.1381452067139419
LGALS1	1.8418226	0.16560268	0.06550109851665807	0.1383585314101161
DNAJB1	1.8401157	0.26241648	0.06575125870712488	0.13865101213212516
RNF44	1.8349948	0.19496611	0.06650646821715327	0.13992660318682415
TM9SF2	1.8247529	0.22206508	0.06803832444692032	0.1426659460812676
SPNS1	1.8221924	0.2758398	0.06842578897742399	0.14339765793580583
LITAF	1.817925	-0.0069643366	0.06907559276980395	0.14427229807893993
C17orf89	1.816218	0.11365301	0.06933692974606906	0.14465586911728917
C9orf142	1.8110971	0.16126978	0.0701258164645895	0.1459745894433378
TMC8	1.8102436	0.18655786	0.07025801093916738	0.14616806298182086
RPL6	1.8093902	0.060398854	0.07039040981436771	0.1462800703954829
LINC00152	1.8042692	0.4539618	0.07118910777085177	0.14769261133072534
SDCBP	1.8042692	0.25363678	0.07118910777085177	0.14769261133072534
UFL1	1.7991483	0.30436522	0.07199521948629148	0.14895010964830527
CUTA	1.7974414	0.086094916	0.07226557909875608	0.14926068583680957
ZNF350	1.7931739	0.22722428	0.0729451166699074	0.15058071756027447
TAF11	1.7923205	0.318297	0.07308164969449828	0.1506954947188879
CCNY	1.7923205	0.31356245	0.07308164969449828	0.1506954947188879
LSP1	1.7906135	0.05641422	0.07335534301535793	0.15117614686728995
RBBP4	1.78976	0.062014464	0.07349250375210234	0.15137504644514885
FBXO3	1.788053	0.37076014	0.07376745447964601	0.15177348092939322
RUNX3	1.788053	0.19983166	0.07376745447964601	0.15177348092939322
SYNE1	1.7837856	0.15728752	0.0744585122307039	0.15302621387811333
TAB2	1.782932	0.23065503	0.07459735656129088	0.15322700266643532
TNFAIP8	1.7803717	0.09609899	0.07501515908292918	0.15400024940729232
UBR2	1.7786647	0.09961144	0.0752947542447447	0.1544890715192448
TMEM173	1.7769578	0.33865842	0.07557519958373371	0.15489380476049772
SLC43A2	1.7761042	0.093481995	0.07571574162138373	0.15509649163808195
ANKRD28	1.7701298	0.36835995	0.076705518027985	0.1567790061120835
TMEM55B	1.7667159	0.28588682	0.07727582423507202	0.15785801944674066
CHCHD5	1.763302	0.120981686	0.07784958061710094	0.15859509749348136
HNRNPDL	1.763302	0.057413854	0.07784958061710094	0.15859509749348136
CTBP1	1.756474	0.22481896	0.07900750049014296	0.1606902959176911
SLC39A10	1.7556206	0.29065698	0.07915322045225168	0.1608987952861273
MT-ND6	1.7547671	0.2135031	0.07929915892443125	0.1611075110936072
RPS2	1.7530601	0.06334194	0.07959169228379094	0.16161366524800297
RNF13	1.7496462	0.24540281	0.08017939085670804	0.16236435647111516
MTMR14	1.7487926	0.0620878	0.08032686509348468	0.16257459000442226
SH3YL1	1.7479392	0.11994442	0.08047455961020983	0.16260838849073325
ASCC2	1.7462322	0.20805232	0.08077061036864175	0.16294136132872258
NQO2	1.7428182	0.44989946	0.08136536498185297	0.16387486165084936
SEC11C	1.7428182	0.13134855	0.08136536498185297	0.16387486165084936
GPBP1L1	1.7419648	0.105728045	0.08151460765457073	0.1640867021111467
MOB4	1.7411113	0.29032946	0.08166407237771302	0.1641214277035096
GNA13	1.7411113	0.2595593	0.08166407237771302	0.1641214277035096
CUL5	1.7411113	0.104513966	0.08166407237771302	0.1641214277035096
SUMF2	1.7376974	0.1801061	0.08226415620139188	0.1650601927230514
NDUFV3	1.7359904	0.27563503	0.08256553617082614	0.16530863263449275
CWF19L2	1.7359904	0.1349005	0.08256553617082614	0.16530863263449275
DEGS1	1.7325765	0.1882129	0.08317098107932787	0.1662526750077386
THBS1	1.7257485	0.27371365	0.08439266036121278	0.16833329790313678
KIAA1033	1.7240416	0.16936223	0.08470033831726756	0.16867596785748898
RNF149	1.723188	0.21559976	0.08485451723310004	0.16889268956497305
GPR155	1.7197741	0.38255444	0.08547350431312824	0.16985236396056005
GPI	1.7189207	0.011185023	0.0856288200439683	0.16988903880859774
UBQLN2	1.69673	0.4086195	0.08974771365786025	0.17581298561908026
ATM	1.69673	0.16904037	0.08974771365786025	0.17581298561908026
ZC3HAV1	1.6916091	0.23130827	0.09072052868155779	0.17743868109775274
GLG1	1.6916091	0.17124988	0.09072052868155779	0.17743868109775274
